,Roll,Eng,Math,Sci,Total,Avg,Grade
606032,169047,89,86,99,274,91.33333333333333,A+
606068,746731,96,84,94,274,91.33333333333333,A+
606177,119271,92,89,89,270,90.0,A+
606250,1042238,87,89,97,273,91.0,A+
606615,217519,100,96,93,289,96.33333333333333,A+
606644,501855,99,96,97,292,97.33333333333333,A+
607101,589574,94,91,94,279,93.0,A+
607108,188673,98,87,98,283,94.33333333333333,A+
607118,6907,90,100,99,289,96.33333333333333,A+
607135,335019,87,100,86,273,91.0,A+
607476,989987,91,95,94,280,93.33333333333333,A+
607602,830561,97,96,82,275,91.66666666666667,A+
607888,256282,94,80,97,271,90.33333333333333,A+
607946,312929,97,100,87,284,94.66666666666667,A+
607971,1044971,89,97,88,274,91.33333333333333,A+
608018,128180,93,95,96,284,94.66666666666667,A+
608115,113965,100,84,100,284,94.66666666666667,A+
608266,71141,96,97,97,290,96.66666666666667,A+
608385,328209,87,97,98,282,94.0,A+
608434,753157,81,97,93,271,90.33333333333333,A+
608713,112950,92,87,97,276,92.0,A+
608714,820945,85,88,99,272,90.66666666666667,A+
609014,36223,95,89,88,272,90.66666666666667,A+
609056,730951,73,99,98,270,90.0,A+
609074,23054,86,87,97,270,90.0,A+
609132,961881,83,96,95,274,91.33333333333333,A+
609429,538112,95,85,94,274,91.33333333333333,A+
609563,377579,95,100,76,271,90.33333333333333,A+
609603,846049,86,92,97,275,91.66666666666667,A+
609752,491449,98,93,89,280,93.33333333333333,A+
609847,1008904,97,87,94,278,92.66666666666667,A+
609856,874113,100,79,100,279,93.0,A+
610331,11675,94,83,93,270,90.0,A+
610508,1043430,81,99,95,275,91.66666666666667,A+
610566,828379,85,87,99,271,90.33333333333333,A+
610661,411085,85,100,89,274,91.33333333333333,A+
611013,83491,94,91,90,275,91.66666666666667,A+
611056,988984,100,97,85,282,94.0,A+
611099,645195,95,100,99,294,98.0,A+
611196,706702,100,93,87,280,93.33333333333333,A+
611290,814782,97,95,99,291,97.0,A+
611309,825389,95,92,92,279,93.0,A+
611507,460768,100,96,91,287,95.66666666666667,A+
611556,574350,86,93,97,276,92.0,A+
611759,889716,99,78,93,270,90.0,A+
612025,252980,89,97,90,276,92.0,A+
612356,13033,93,80,99,272,90.66666666666667,A+
612582,464290,99,93,84,276,92.0,A+
612706,696180,90,87,99,276,92.0,A+
612825,1030726,89,95,100,284,94.66666666666667,A+
612863,561089,95,91,98,284,94.66666666666667,A+
612895,381267,92,90,100,282,94.0,A+
612948,330098,95,95,90,280,93.33333333333333,A+
613063,100250,86,98,87,271,90.33333333333333,A+
613650,544403,88,97,94,279,93.0,A+
613998,582384,95,92,92,279,93.0,A+
614085,155363,75,97,100,272,90.66666666666667,A+
614148,491032,99,95,80,274,91.33333333333333,A+
614302,452759,74,100,96,270,90.0,A+
614469,911867,94,99,84,277,92.33333333333333,A+
614534,934899,92,93,98,283,94.33333333333333,A+
614965,538522,100,73,99,272,90.66666666666667,A+
615144,219438,99,96,83,278,92.66666666666667,A+
615200,130760,92,92,92,276,92.0,A+
615364,301269,98,100,74,272,90.66666666666667,A+
615552,728309,99,92,86,277,92.33333333333333,A+
615750,1023119,90,98,90,278,92.66666666666667,A+
615784,748021,80,94,97,271,90.33333333333333,A+
616337,488050,88,88,95,271,90.33333333333333,A+
616418,328508,99,75,99,273,91.0,A+
616600,305941,89,100,92,281,93.66666666666667,A+
617320,887765,84,92,95,271,90.33333333333333,A+
617328,622560,85,94,97,276,92.0,A+
617400,385039,100,86,88,274,91.33333333333333,A+
617572,243559,91,100,92,283,94.33333333333333,A+
617982,407141,93,95,86,274,91.33333333333333,A+
618304,272081,98,97,99,294,98.0,A+
618314,164937,92,94,88,274,91.33333333333333,A+
618419,102929,99,80,100,279,93.0,A+
618650,307866,97,99,79,275,91.66666666666667,A+
618769,1023113,81,98,93,272,90.66666666666667,A+
618822,184912,100,95,87,282,94.0,A+
619265,122169,100,85,88,273,91.0,A+
619395,947109,90,86,95,271,90.33333333333333,A+
620057,639178,92,90,94,276,92.0,A+
620793,117529,93,92,90,275,91.66666666666667,A+
621015,934098,92,95,96,283,94.33333333333333,A+
621185,700208,100,93,85,278,92.66666666666667,A+
621198,373930,99,80,100,279,93.0,A+
621434,306736,79,99,97,275,91.66666666666667,A+
621549,473773,73,99,98,270,90.0,A+
621817,776024,88,93,93,274,91.33333333333333,A+
622015,602077,95,95,82,272,90.66666666666667,A+
622461,41671,95,91,90,276,92.0,A+
622475,197434,82,97,95,274,91.33333333333333,A+
622498,153737,93,98,97,288,96.0,A+
622838,231263,97,88,86,271,90.33333333333333,A+
622965,33038,78,93,100,271,90.33333333333333,A+
623013,996688,90,94,100,284,94.66666666666667,A+
623089,71416,87,98,92,277,92.33333333333333,A+
623403,231972,99,97,85,281,93.66666666666667,A+
623584,1044867,89,98,86,273,91.0,A+
623698,561015,87,93,93,273,91.0,A+
623881,36266,89,100,84,273,91.0,A+
623995,655937,85,97,91,273,91.0,A+
624097,693318,82,93,95,270,90.0,A+
624356,110895,93,91,92,276,92.0,A+
624427,1042531,90,100,88,278,92.66666666666667,A+
624626,128106,100,86,86,272,90.66666666666667,A+
624839,1039737,98,94,86,278,92.66666666666667,A+
625201,48060,95,91,90,276,92.0,A+
625210,258220,90,100,88,278,92.66666666666667,A+
625397,161446,84,99,91,274,91.33333333333333,A+
625587,769488,95,81,95,271,90.33333333333333,A+
626034,919265,94,97,90,281,93.66666666666667,A+
626736,842460,87,97,96,280,93.33333333333333,A+
626868,235024,95,81,97,273,91.0,A+
626876,109042,85,94,93,272,90.66666666666667,A+
626880,782921,100,71,99,270,90.0,A+
627473,565418,87,96,96,279,93.0,A+
627986,400403,93,95,86,274,91.33333333333333,A+
628581,722477,83,100,96,279,93.0,A+
628722,803177,78,94,100,272,90.66666666666667,A+
629157,108241,85,96,91,272,90.66666666666667,A+
629181,1012842,80,92,100,272,90.66666666666667,A+
629206,637044,99,81,98,278,92.66666666666667,A+
629242,904695,91,87,97,275,91.66666666666667,A+
629948,526770,88,93,89,270,90.0,A+
629964,53159,96,94,92,282,94.0,A+
630003,684740,92,95,90,277,92.33333333333333,A+
630128,283520,87,93,91,271,90.33333333333333,A+
630138,767440,89,96,92,277,92.33333333333333,A+
630170,261418,95,84,93,272,90.66666666666667,A+
630581,151914,92,92,90,274,91.33333333333333,A+
630585,391740,100,85,94,279,93.0,A+
630759,363836,98,75,97,270,90.0,A+
630775,340357,94,92,84,270,90.0,A+
631312,592050,94,89,87,270,90.0,A+
631317,406616,92,94,96,282,94.0,A+
631361,654445,94,99,87,280,93.33333333333333,A+
631378,45016,78,96,99,273,91.0,A+
631430,789395,88,94,91,273,91.0,A+
631545,838584,95,91,100,286,95.33333333333333,A+
631711,348843,87,100,86,273,91.0,A+
632053,525382,98,95,87,280,93.33333333333333,A+
632118,508947,100,100,77,277,92.33333333333333,A+
632383,508581,96,87,98,281,93.66666666666667,A+
632580,773272,90,98,88,276,92.0,A+
632668,755108,80,94,96,270,90.0,A+
633317,18517,78,94,100,272,90.66666666666667,A+
633893,176377,89,86,97,272,90.66666666666667,A+
634420,431048,91,91,89,271,90.33333333333333,A+
634565,459747,98,89,86,273,91.0,A+
634819,158922,97,80,100,277,92.33333333333333,A+
635090,739743,87,84,99,270,90.0,A+
635258,294416,88,96,96,280,93.33333333333333,A+
635313,598452,96,99,87,282,94.0,A+
635520,239957,89,95,92,276,92.0,A+
635551,359195,91,82,99,272,90.66666666666667,A+
635666,711795,91,96,92,279,93.0,A+
635734,39085,87,94,97,278,92.66666666666667,A+
635831,633632,86,99,92,277,92.33333333333333,A+
635867,916214,83,91,97,271,90.33333333333333,A+
636132,754062,81,95,97,273,91.0,A+
636150,931230,91,90,89,270,90.0,A+
636306,119932,91,87,95,273,91.0,A+
636426,301893,97,96,87,280,93.33333333333333,A+
636987,895756,99,80,94,273,91.0,A+
636991,285893,95,87,100,282,94.0,A+
637121,395861,92,91,87,270,90.0,A+
637254,660687,85,100,94,279,93.0,A+
637716,558061,98,99,81,278,92.66666666666667,A+
637993,1038203,98,95,91,284,94.66666666666667,A+
638578,70322,100,78,94,272,90.66666666666667,A+
638938,405118,93,97,95,285,95.0,A+
639219,322308,87,97,94,278,92.66666666666667,A+
639327,765287,100,100,81,281,93.66666666666667,A+
639897,274978,98,96,80,274,91.33333333333333,A+
639998,505413,98,94,84,276,92.0,A+
640044,885717,95,96,86,277,92.33333333333333,A+
640072,653852,94,100,89,283,94.33333333333333,A+
640177,392676,90,85,95,270,90.0,A+
640286,245135,100,100,79,279,93.0,A+
640354,948020,98,84,96,278,92.66666666666667,A+
640556,489077,99,95,97,291,97.0,A+
640723,789682,98,95,80,273,91.0,A+
640774,829883,93,84,97,274,91.33333333333333,A+
640942,1034804,88,90,97,275,91.66666666666667,A+
641223,295290,88,97,85,270,90.0,A+
641339,896924,95,98,97,290,96.66666666666667,A+
641383,619411,83,88,99,270,90.0,A+
641404,224110,90,96,100,286,95.33333333333333,A+
641662,743693,88,89,99,276,92.0,A+
641824,675655,75,98,98,271,90.33333333333333,A+
641827,428431,91,92,100,283,94.33333333333333,A+
642022,640529,98,76,97,271,90.33333333333333,A+
642039,963140,91,93,96,280,93.33333333333333,A+
642321,212554,90,95,90,275,91.66666666666667,A+
642322,256404,98,94,78,270,90.0,A+
642396,839556,86,92,95,273,91.0,A+
642443,475418,82,97,93,272,90.66666666666667,A+
642665,6240,97,92,90,279,93.0,A+
642924,1014424,98,91,84,273,91.0,A+
643193,737040,92,100,86,278,92.66666666666667,A+
643887,299020,95,88,100,283,94.33333333333333,A+
643959,780156,99,99,81,279,93.0,A+
643963,436257,100,92,91,283,94.33333333333333,A+
644466,1007969,91,98,99,288,96.0,A+
645053,862282,93,87,100,280,93.33333333333333,A+
645254,1039731,89,94,89,272,90.66666666666667,A+
645255,483286,100,97,75,272,90.66666666666667,A+
645490,357537,95,97,86,278,92.66666666666667,A+
645512,25792,97,95,84,276,92.0,A+
645838,330654,95,94,94,283,94.33333333333333,A+
645987,135156,100,85,92,277,92.33333333333333,A+
645988,762646,95,82,93,270,90.0,A+
646527,173497,93,100,95,288,96.0,A+
646706,855421,97,100,83,280,93.33333333333333,A+
647004,306980,94,89,90,273,91.0,A+
647968,75464,94,92,92,278,92.66666666666667,A+
648211,79463,98,74,99,271,90.33333333333333,A+
648510,53258,86,93,97,276,92.0,A+
648882,677477,92,93,100,285,95.0,A+
648932,290607,87,93,91,271,90.33333333333333,A+
649021,269635,97,94,80,271,90.33333333333333,A+
649051,246383,90,97,86,273,91.0,A+
649859,764309,100,100,89,289,96.33333333333333,A+
650064,655894,91,86,95,272,90.66666666666667,A+
650140,799288,99,100,87,286,95.33333333333333,A+
650389,524288,95,85,94,274,91.33333333333333,A+
650563,942817,83,93,97,273,91.0,A+
650676,1016351,99,96,93,288,96.0,A+
650706,411439,94,99,86,279,93.0,A+
651144,342944,95,95,99,289,96.33333333333333,A+
651601,772813,97,89,84,270,90.0,A+
651820,1003572,99,95,93,287,95.66666666666667,A+
652310,572681,88,98,85,271,90.33333333333333,A+
652351,745093,97,86,96,279,93.0,A+
652356,679292,92,93,88,273,91.0,A+
653269,796212,98,97,76,271,90.33333333333333,A+
653357,408945,83,92,97,272,90.66666666666667,A+
653621,819978,96,91,84,271,90.33333333333333,A+
653684,482571,96,84,96,276,92.0,A+
653820,604438,84,90,97,271,90.33333333333333,A+
653937,279296,95,87,96,278,92.66666666666667,A+
654032,408046,92,93,90,275,91.66666666666667,A+
654120,1015489,94,77,99,270,90.0,A+
654174,609635,91,81,99,271,90.33333333333333,A+
654204,230670,82,99,93,274,91.33333333333333,A+
654467,527797,99,100,92,291,97.0,A+
654639,208812,89,90,93,272,90.66666666666667,A+
655295,542973,89,97,100,286,95.33333333333333,A+
655383,451543,99,88,99,286,95.33333333333333,A+
655586,417676,75,100,96,271,90.33333333333333,A+
655629,255488,88,92,97,277,92.33333333333333,A+
655707,278287,80,100,95,275,91.66666666666667,A+
655829,606932,96,97,87,280,93.33333333333333,A+
655990,397335,94,98,95,287,95.66666666666667,A+
656071,767513,98,94,97,289,96.33333333333333,A+
656201,454477,91,95,96,282,94.0,A+
656287,362667,87,100,85,272,90.66666666666667,A+
656966,63584,100,78,94,272,90.66666666666667,A+
656987,49375,100,77,100,277,92.33333333333333,A+
657195,766052,99,97,89,285,95.0,A+
657288,295712,97,95,91,283,94.33333333333333,A+
657810,723131,89,88,99,276,92.0,A+
657880,494201,81,99,99,279,93.0,A+
657980,473962,92,100,82,274,91.33333333333333,A+
658340,789994,97,94,86,277,92.33333333333333,A+
658421,867510,91,80,99,270,90.0,A+
658474,369919,92,88,93,273,91.0,A+
659064,163819,92,93,100,285,95.0,A+
659266,863162,87,98,92,277,92.33333333333333,A+
659392,439289,99,88,88,275,91.66666666666667,A+
659556,779942,90,100,80,270,90.0,A+
659662,608638,95,94,92,281,93.66666666666667,A+
659811,805971,86,90,97,273,91.0,A+
660101,834463,79,100,95,274,91.33333333333333,A+
660422,179416,82,92,97,271,90.33333333333333,A+
660441,484326,98,92,95,285,95.0,A+
660447,719823,91,95,90,276,92.0,A+
660538,793804,98,97,91,286,95.33333333333333,A+
660762,796482,88,94,91,273,91.0,A+
661085,890804,77,99,94,270,90.0,A+
661459,660290,98,78,95,271,90.33333333333333,A+
661679,711972,92,97,82,271,90.33333333333333,A+
662146,1012958,98,90,97,285,95.0,A+
662275,769885,98,92,88,278,92.66666666666667,A+
662681,76467,100,79,96,275,91.66666666666667,A+
662755,321611,87,98,94,279,93.0,A+
662939,422323,91,93,92,276,92.0,A+
663245,642779,93,94,94,281,93.66666666666667,A+
663432,248480,98,94,82,274,91.33333333333333,A+
663680,786357,80,98,97,275,91.66666666666667,A+
663687,530517,98,98,83,279,93.0,A+
663978,760183,98,94,99,291,97.0,A+
664009,962229,98,85,90,273,91.0,A+
664100,438899,90,88,97,275,91.66666666666667,A+
664230,746829,87,84,99,270,90.0,A+
664417,135583,94,97,82,273,91.0,A+
664435,808172,94,86,96,276,92.0,A+
664502,50011,79,99,99,277,92.33333333333333,A+
664555,307152,94,86,100,280,93.33333333333333,A+
664683,105368,98,77,99,274,91.33333333333333,A+
664929,850878,96,96,84,276,92.0,A+
664940,269177,96,91,99,286,95.33333333333333,A+
665023,773725,90,97,90,277,92.33333333333333,A+
665024,343769,77,95,100,272,90.66666666666667,A+
665599,136097,84,95,95,274,91.33333333333333,A+
665828,446927,74,97,100,271,90.33333333333333,A+
665981,859494,94,91,100,285,95.0,A+
666654,141887,90,86,95,271,90.33333333333333,A+
666757,315711,87,97,89,273,91.0,A+
666823,704953,92,96,90,278,92.66666666666667,A+
667344,873006,94,93,94,281,93.66666666666667,A+
667436,923717,98,78,100,276,92.0,A+
667490,36181,85,88,97,270,90.0,A+
667682,772080,97,89,90,276,92.0,A+
667735,927354,99,84,94,277,92.33333333333333,A+
668118,617460,100,81,90,271,90.33333333333333,A+
668188,710848,83,97,97,277,92.33333333333333,A+
668420,142425,93,97,84,274,91.33333333333333,A+
668509,551300,100,74,100,274,91.33333333333333,A+
668750,230614,100,100,79,279,93.0,A+
668759,606394,92,86,98,276,92.0,A+
669079,905966,94,98,80,272,90.66666666666667,A+
669080,87845,91,83,99,273,91.0,A+
669543,482676,96,84,98,278,92.66666666666667,A+
669816,922890,92,93,86,271,90.33333333333333,A+
670033,792397,96,89,92,277,92.33333333333333,A+
670237,169969,93,98,82,273,91.0,A+
670680,127513,85,97,93,275,91.66666666666667,A+
670810,735910,89,90,99,278,92.66666666666667,A+
670920,785347,97,90,86,273,91.0,A+
671150,347156,84,91,95,270,90.0,A+
671170,398722,100,86,92,278,92.66666666666667,A+
671800,187511,96,79,97,272,90.66666666666667,A+
671961,918966,97,76,97,270,90.0,A+
672123,1032192,89,95,87,271,90.33333333333333,A+
672225,723974,98,87,92,277,92.33333333333333,A+
672455,23066,88,97,96,281,93.66666666666667,A+
672536,331101,86,93,99,278,92.66666666666667,A+
673563,146827,94,100,87,281,93.66666666666667,A+
673598,527785,96,90,92,278,92.66666666666667,A+
673800,432968,98,86,96,280,93.33333333333333,A+
673814,705864,100,94,91,285,95.0,A+
674416,865168,98,73,99,270,90.0,A+
674437,372511,94,95,88,277,92.33333333333333,A+
674592,620359,77,98,99,274,91.33333333333333,A+
675295,834671,79,99,99,277,92.33333333333333,A+
675364,898098,92,87,93,272,90.66666666666667,A+
675726,604346,87,100,94,281,93.66666666666667,A+
675798,59989,93,83,95,271,90.33333333333333,A+
675803,91831,93,88,94,275,91.66666666666667,A+
675856,944914,91,90,93,274,91.33333333333333,A+
675920,299942,98,100,83,281,93.66666666666667,A+
676198,114698,100,84,94,278,92.66666666666667,A+
676280,704495,98,87,86,271,90.33333333333333,A+
676333,40974,95,92,90,277,92.33333333333333,A+
676728,850298,99,74,99,272,90.66666666666667,A+
676782,417780,91,89,93,273,91.0,A+
676860,960310,98,85,100,283,94.33333333333333,A+
676891,379867,99,82,98,279,93.0,A+
677622,467775,98,88,84,270,90.0,A+
677702,820015,88,99,100,287,95.66666666666667,A+
677754,215280,99,93,78,270,90.0,A+
677819,931652,100,88,95,283,94.33333333333333,A+
678010,606144,99,76,97,272,90.66666666666667,A+
678606,717726,83,98,93,274,91.33333333333333,A+
678850,48611,86,90,97,273,91.0,A+
678861,925355,97,76,97,270,90.0,A+
678972,24330,98,98,76,272,90.66666666666667,A+
679194,774594,89,94,100,283,94.33333333333333,A+
679446,308521,88,98,88,274,91.33333333333333,A+
679603,370560,95,98,84,277,92.33333333333333,A+
679668,463171,99,92,97,288,96.0,A+
679766,401517,92,92,94,278,92.66666666666667,A+
679898,225406,99,95,95,289,96.33333333333333,A+
679977,966075,84,100,93,277,92.33333333333333,A+
680002,910730,98,78,95,271,90.33333333333333,A+
680089,596722,100,79,100,279,93.0,A+
680225,71739,97,100,74,271,90.33333333333333,A+
680316,1004269,99,94,93,286,95.33333333333333,A+
680641,95989,93,91,98,282,94.0,A+
680652,234375,98,93,91,282,94.0,A+
680717,115744,84,93,99,276,92.0,A+
680736,20168,96,91,92,279,93.0,A+
680863,376491,86,100,85,271,90.33333333333333,A+
681559,231643,96,85,100,281,93.66666666666667,A+
681662,924609,94,99,91,284,94.66666666666667,A+
681781,282090,88,94,98,280,93.33333333333333,A+
681784,181415,84,100,93,277,92.33333333333333,A+
681882,52554,93,84,95,272,90.66666666666667,A+
681970,141930,100,87,86,273,91.0,A+
681996,361579,93,90,90,273,91.0,A+
682119,577749,97,98,91,286,95.33333333333333,A+
682196,786809,96,87,94,277,92.33333333333333,A+
682538,847199,85,90,99,274,91.33333333333333,A+
682540,142773,93,97,84,274,91.33333333333333,A+
682550,855330,84,88,99,271,90.33333333333333,A+
682741,836774,96,95,93,284,94.66666666666667,A+
682795,320676,97,98,93,288,96.0,A+
682823,676321,99,85,96,280,93.33333333333333,A+
682826,43273,79,98,99,276,92.0,A+
683035,401755,98,82,90,270,90.0,A+
683207,1009081,82,99,89,270,90.0,A+
683256,407411,98,82,96,276,92.0,A+
683279,684698,83,94,99,276,92.0,A+
683334,146192,85,100,98,283,94.33333333333333,A+
683387,523457,89,96,100,285,95.0,A+
683569,3580,80,97,93,270,90.0,A+
683653,768351,98,93,93,284,94.66666666666667,A+
683765,474342,91,97,96,284,94.66666666666667,A+
683934,701847,100,91,82,273,91.0,A+
684054,257481,81,100,97,278,92.66666666666667,A+
684084,476775,81,94,99,274,91.33333333333333,A+
684218,6900,96,89,96,281,93.66666666666667,A+
684331,717316,92,100,82,274,91.33333333333333,A+
684400,458176,99,89,97,285,95.0,A+
684703,386843,90,82,99,271,90.33333333333333,A+
684870,1005039,99,95,80,274,91.33333333333333,A+
685026,843004,100,75,95,270,90.0,A+
685161,400575,92,93,96,281,93.66666666666667,A+
685211,288675,100,73,97,270,90.0,A+
685709,829271,97,97,85,279,93.0,A+
686066,817001,78,94,100,272,90.66666666666667,A+
686191,92160,96,100,78,274,91.33333333333333,A+
686427,92815,86,98,87,271,90.33333333333333,A+
686598,763435,100,99,100,299,99.66666666666667,A+
686600,121576,100,85,90,275,91.66666666666667,A+
686617,359690,84,92,97,273,91.0,A+
687089,684183,93,97,86,276,92.0,A+
687347,643268,93,95,90,278,92.66666666666667,A+
687685,30683,97,98,83,278,92.66666666666667,A+
687976,41494,95,89,100,284,94.66666666666667,A+
688037,626993,77,98,97,272,90.66666666666667,A+
688076,113047,98,76,97,271,90.33333333333333,A+
688248,707467,99,91,95,285,95.0,A+
688465,811981,95,89,100,284,94.66666666666667,A+
688476,560068,78,94,98,270,90.0,A+
688554,829303,96,95,99,290,96.66666666666667,A+
688839,327194,79,100,95,274,91.33333333333333,A+
688866,477484,99,92,93,284,94.66666666666667,A+
